,playlist_genre,playlist_subgenre,playlist_id,playlist_name,playlist_owner,playlist_description,playlist_numtracks
58ffpw3vZbjG15BzRpeqyI,hip hop,hip hop,58ffpw3vZbjG15BzRpeqyI,Hip hop BBQ radio,user,,96
5pbwiFjPIp8Ap7kO3NqfvB,hip hop,hip hop,5pbwiFjPIp8Ap7kO3NqfvB,Hip Hop,user,Playlist Additions: contact@playlistrockers.com,34
0GkSNhqXFITBamLb7gLySI,hip hop,hip hop,0GkSNhqXFITBamLb7gLySI,"Hip Hop Party Jams, Turn Up🔥",user,An ever growing collection of Old and New Hip Hop Songs. Follow &quot;Basketball Jams 2022 🏀🔥&quot; for a smaller playlist with new hip hop songs! ,1023
37i9dQZF1DWTe5ECpTKzMo,hip hop,hip hop,37i9dQZF1DWTe5ECpTKzMo,Hip-Hop MX 24k,spotify,"la tierra del Rap de oro puro. Lefty SM, tus rimas ya son eternas, Descansa en paz. ",93
37i9dQZF1DX9oh43oAzkyx,hip hop,hip hop,37i9dQZF1DX9oh43oAzkyx,Beast Mode Hip-Hop,spotify,Energy tracks to get your beast mode on.,76
37i9dQZF1DWYok9l1JL7GM,rap,dirty south rap,37i9dQZF1DWYok9l1JL7GM,I Love My Down South Classics,spotify,The south got something to say. Cover: Yo Gotti,50
4qaDUlC8dCEL2Boz9eQX0q,hip hop,southern hip hop,4qaDUlC8dCEL2Boz9eQX0q,Southern Hip Hop Classics,user,"Favorite songs from the Dirty South (Florida, Georgia, Texas , The Boot, Tennessee, Carolinas, Mississippi and the South unite)",150
37i9dQZF1DXbDjX0hus3Iu,rap,dirty south rap,37i9dQZF1DXbDjX0hus3Iu,Southern Rock,spotify,The early pioneers and current favorites in Southern Rock. Cover: Lynyrd Skynyrd ,100
1PC4OPoCNCyVSwrD2u9nv0,rap,dirty south rap,1PC4OPoCNCyVSwrD2u9nv0,DIRTY SOUTH 2000's,user,"Dirty South classics from the 2000's. Dirty South Hip Hop, 2000’s, party songs, throwbacks, dirty south, hip hop, throwback rap, three 6 mafia, UGK, Rick Ross, lil wayne, Southern Rap, Crunk music, Atlanta, Atlanta Trap, Trap music, ATL, Dirty South Rap, Gangsta rap, 2005, Rap Classics, Clásicos rap",107
2mC1Ge18X4hvLGD1Uqyg1w,hip hop,southern hip hop,2mC1Ge18X4hvLGD1Uqyg1w,Southern Hip-Hop 2000-2010 🤮,user,,81
37i9dQZF1DX58NJL8iVBGW,hip hop,southern hip hop,37i9dQZF1DX58NJL8iVBGW,Southern Gothic,spotify,"Deep, dark, dramatic. Roots rock, folk, and Americana—with a gothic soul.",100
76QffFkSVG0AQZ7e8zkqPz,hip hop,southern hip hop,76QffFkSVG0AQZ7e8zkqPz,Early 2000s Southern Hip Hop,user,,144
7EwLLmmYXX7ru4wZjdKfaa,hip hop,southern hip hop,7EwLLmmYXX7ru4wZjdKfaa,DIRTY SOUTH - 90s Southern Hip-hop,user,"In the 90s the Southern cities such as Atlanta, New Orleans, Houston and Memphis started to make much noise and totally changed the narrative of Hip-hop, becoming a huge influence for generations to come. This playlist is by no means definitive but gives you a little flavour of the time.",75
37i9dQZF1DX7GqyyDpXu1q,hip hop,southern hip hop,37i9dQZF1DX7GqyyDpXu1q,Southern Comfort,spotify,Southern rock swagger served neat. Cover: Chris Stapleton,100
7MiqABDuQWdB5sV0j5n5zm,hip hop,southern hip hop,7MiqABDuQWdB5sV0j5n5zm,2000s Southern/Trap Hip hop 🎤💎💰,user,,194
37i9dQZF1DX9sQDbOMReFI,rap,dirty south rap,37i9dQZF1DX9sQDbOMReFI,I Love My West Coast Classics,spotify,The best side! Cover: Snoop Dogg,50
3UEqtThpuNUxpzTtfmz0lF,hip hop,southern hip hop,3UEqtThpuNUxpzTtfmz0lF,Southern Hip Hop,user,,36
3nTS97zUqxJBQeiXNRs963,hip hop,southern hip hop,3nTS97zUqxJBQeiXNRs963,Southern Soul BBQ Mix,user,"mix of gospel music, soul music, blues music, rock music, alternative rock, ambient, indie music, jazz, r&amp;b, hip-hop, funk, country music, pop music, new wave music, synth-pop, reggae, latin music, classical, opera, oldies and disco music in the southern soul bbq mix. in the southern united states.",196
37i9dQZF1DWTggY0yqBxES,hip hop,atl hip hop,37i9dQZF1DWTggY0yqBxES,Alternative Hip-Hop,spotify,"New, leftfield, and for the real hip-hop stans! Cover: AG Club",100
4lcyWQDOzPfcbZrcBI3FOW,hip hop,southern hip hop,4lcyWQDOzPfcbZrcBI3FOW,Southern Hip Hop,user,,94
37i9dQZF1DZ06evO1c1dWE,hip hop,southern hip hop,37i9dQZF1DZ06evO1c1dWE,This Is Three 6 Mafia,spotify,"This is Three 6 Mafia. The essential tracks, all in one playlist.",50
37i9dQZF1EIg4oay9zidYi,rap,dirty south rap,37i9dQZF1EIg4oay9zidYi,Southern Rap Mix,spotify,Southern Rap music picked just for you,50
0wySos1GKtnnh8LPVC1CaK,hip hop,southern hip hop,0wySos1GKtnnh8LPVC1CaK,HOT NEW HIP HOP - RAP BANGERS - DRILL - TRAP - HARD HITTERS - BARS - RAP CAVIAR - LYRICAL LEMONADE,user,thisiswavyplaylist @ gmail RAP HITS TOP 40 RAP UNDERGROUND HIP HOP BOOM BAP DRILL GRIME UK RAP SOUTHERN RAP CALIFORNIA RAP NEW YORK RAP DMV TEXAS TRUNK MUSIC 808 BASS HEAVY HITTERS,11
37i9dQZF1DXd3akpXniJCe,hip hop,southern hip hop,37i9dQZF1DXd3akpXniJCe,Southern Crosses,spotify,"Come on down to the waters ye sinner and dig deep into this collection of songs and stories steeped in struggle, hope, darkness, light, sin and salvation.  ",41
37i9dQZF1EIhDgWYMrZSnv,hip hop,southern hip hop,37i9dQZF1EIhDgWYMrZSnv,Old School Southern Hip Hop Mix,spotify,Old School Southern Hip Hop music picked just for you,50
1CoLglsbGVpEWdMBqoD6ho,hip hop,southern hip hop,1CoLglsbGVpEWdMBqoD6ho,Southern Hip Hop Clean,user,,92
37i9dQZF1DZ06evO29PmsE,rap,dirty south rap,37i9dQZF1DZ06evO29PmsE,This Is The Dead South,spotify,"This is The Dead South. The essential tracks, all in one playlist.",41
4fjuGBC1Yxj1pWo6yQQ7kR,hip hop,southern hip hop,4fjuGBC1Yxj1pWo6yQQ7kR,90s/2000s Southern Rap Classics ,user,,226
37i9dQZF1EIh34uvzvBdcd,hip hop,atl hip hop,37i9dQZF1EIh34uvzvBdcd,ATL Hip Hop Mix,spotify,ATL Hip Hop music picked just for you,50
03NFDUAkerqTM1ziuegF1a,hip hop,atl hip hop,03NFDUAkerqTM1ziuegF1a,Atlanta Hip-Hop Essentials,user,Playlist transferred with SongShift,100
6MMUFFY6FjG6IkPJkvGfx4,hip hop,atl hip hop,6MMUFFY6FjG6IkPJkvGfx4,Atlanta Hip Hop,user,,31
37i9dQZF1DWWuQ0Pee2UTO,hip hop,atl hip hop,37i9dQZF1DWWuQ0Pee2UTO,Atlanta Knows Music,spotify,The classics. The anthems. The newcomers. The essential sounds of Atlanta.,85
0TGC5pMZVAVcCoAyFVmiPf,hip hop,atl hip hop,0TGC5pMZVAVcCoAyFVmiPf,Atlanta  90s Hip Hop,user,"OutKast, Goodie Mob, Dungeon Family, Trick Daddy, Ghetto Maffia, Ludacris, CeeLo, Big Boi, Three 6 Mafia, Kilo Ali, Youngbloodz",56
37i9dQZF1EIfmdCa9M3k0S,hip hop,atl hip hop,37i9dQZF1EIfmdCa9M3k0S,Atlanta Hip Hop Mix,spotify,Atlanta Hip Hop music picked just for you,50
37i9dQZF1DWYP9aOBrtuZX,hip hop,atl hip hop,37i9dQZF1DWYP9aOBrtuZX,Atlanta: The Official Playlist,spotify,"Listen to the music from FX's hit series, Atlanta. ",248
6F6PYhtMAmf3Vqax3qdtF0,hip hop,atl hip hop,6F6PYhtMAmf3Vqax3qdtF0,FRESH HIP-HOP FLOWS,user,For Sumbmission: atlantisproart@gmail.com,20
37i9dQZF1DZ06evO2jmQF2,hip hop,atl hip hop,37i9dQZF1DZ06evO2jmQF2,This Is alt-J,spotify,"This is alt-J. The essential tracks, all in one playlist.",32
37i9dQZF1EIhEjxEuKEEB3,hip hop,atl hip hop,37i9dQZF1EIhEjxEuKEEB3,2000s Atlanta Hip Hop Mix,spotify,2000s Atlanta Hip Hop music picked just for you,50
6wkQXkaSObP1UFQdNsuYgY,hip hop,atl hip hop,6wkQXkaSObP1UFQdNsuYgY,HIP-HOP FUSION VIBES,user,For Sumbmission: atlantisproart@gmail.com,24
37i9dQZF1DZ06evO4bALhn,hip hop,atl hip hop,37i9dQZF1DZ06evO4bALhn,This Is ATLiens,spotify,"This is ATLiens. The essential tracks, all in one playlist.",44
6gYED80ioFYgdLDJ7W55RG,hip hop,atl hip hop,6gYED80ioFYgdLDJ7W55RG,Atlanta Hip Hop Clean,user,,32
37i9dQZF1DZ06evO0WsAnu,hip hop,atl hip hop,37i9dQZF1DZ06evO0WsAnu,This Is Atmosphere,spotify,"This is Atmosphere. The essential tracks, all in one playlist.",51
37i9dQZF1DZ06evO4o6ufn,hip hop,atl hip hop,37i9dQZF1DZ06evO4o6ufn,This Is Atlus,spotify,"This is Atlus. The essential tracks, all in one playlist.",45
37i9dQZF1DZ06evO0uA43W,hip hop,atl hip hop,37i9dQZF1DZ06evO0uA43W,This Is Atlanta Rhythm Section,spotify,"This is Atlanta Rhythm Section. The essential tracks, all in one playlist.",51
37i9dQZF1DZ06evO1m2Ff8,hip hop,atl hip hop,37i9dQZF1DZ06evO1m2Ff8,This Is ATL,spotify,"This is ATL. The essential tracks, all in one playlist.",50
5FSGkxspSMI3SdUHtiaoCH,hip hop,atl hip hop,5FSGkxspSMI3SdUHtiaoCH,In the club with my twin we be vibin' ~ Tiktok Song - Wassup Gwayy - FamousSally & YB,user,"Hip Hop,best videographer in atlanta,atlanta,atlanta hip hop,don wong films,atlanta music video,trap music,From the block,4 shooters only,live performance,the red mic district,city girls,meg the stallion,lola brooke,latto,coi leray,sexxy red,cardi b,female rapper,Glo rilla,Glorilla,Wassup gway,Wassu",14
37i9dQZF1DZ06evO2bVqAU,hip hop,atl hip hop,37i9dQZF1DZ06evO2bVqAU,This Is Atreyu,spotify,"This is Atreyu. The essential tracks, all in one playlist.",50
37i9dQZF1EIdWfgYTf80J5,hip hop,atl hip hop,37i9dQZF1EIdWfgYTf80J5,90s Atlanta Hip Hop Mix,spotify,90s Atlanta Hip Hop music picked just for you,50
37i9dQZF1DZ06evO2SK6Kk,hip hop,atl hip hop,37i9dQZF1DZ06evO2SK6Kk,This Is Attila,spotify,"This is Attila. The essential tracks, all in one playlist.",50
0mBSStzB98mFppVVGgt4PO,hip hop,atl hip hop,0mBSStzB98mFppVVGgt4PO,This is ATLANTA,user,"This is ATLANTA. The hottest hip hop, rap, R&amp;B and urban finds right out of the ATL, all in one place.",71
37i9dQZF1DZ06evO1Inm8F,hip hop,atl hip hop,37i9dQZF1DZ06evO1Inm8F,This Is Atlantic Starr,spotify,"This is Atlantic Starr. The essential tracks, all in one playlist.",50
37i9dQZF1EIhOjujPMSkM3,hip hop,hardcore hip hop,37i9dQZF1EIhOjujPMSkM3,Hardcore Hip Hop Mix,spotify,Hardcore Hip Hop music picked just for you,50
6EulcbmdIQqB9K7dE164ae,hip hop,hardcore hip hop,6EulcbmdIQqB9K7dE164ae,Aggresive Hip-Hop Workout,user,Hardcore rap songs to increase your pump in the gym,961
2t4LaKaNlIDM0xd4jrizMl,hip hop,hardcore hip hop,2t4LaKaNlIDM0xd4jrizMl,Hardcore Hip Hop,user,"Hardcore hip hop is a style of hip hop that features more aggressive and confrontational beats, production, rapping, and&#x2F;or lyrics, often featuring topics like violence, drugs, crime, sex, politics, or boasting about one&#x27;s skills, generally in a braggadocious or combative manner.",50
37i9dQZF1EIgeTPOSF1W8F,hip hop,hardcore hip hop,37i9dQZF1EIgeTPOSF1W8F,90s Hardcore Rap Hip Hop Mix,spotify,90s Hardcore Rap Hip Hop music picked just for you,50
2GePkjnfbs1cDsr9LTNX4Y,hip hop,hardcore hip hop,2GePkjnfbs1cDsr9LTNX4Y,Hardcore Hip Hop Workout,user,,338
37i9dQZF1EIf1jaKJ8g3B3,hip hop,hardcore hip hop,37i9dQZF1EIf1jaKJ8g3B3,Hardcore Rap Mix,spotify,Hardcore Rap music picked just for you,50
0XBqf9KQN51HwtvsEeidPv,hip hop,hardcore hip hop,0XBqf9KQN51HwtvsEeidPv,90s hardcore hip hop,user,,176
72GjDdUFPgn5v8oHk5YO2F,hip hop,hardcore hip hop,72GjDdUFPgn5v8oHk5YO2F,HARD CORE RAP SHIT!!!,user,,96
37i9dQZF1EIg3TU2KD5bOM,rap,gangster rap,37i9dQZF1EIg3TU2KD5bOM,Gangster Rap Mix,spotify,Gangster Rap music picked just for you,50
3rdu5Z1jgilp3VUTN02BTv,hip hop,hardcore hip hop,3rdu5Z1jgilp3VUTN02BTv,Old School HorrorCore,user,,41
0dNxW60GRozRtXxLphm5JK,hip hop,hardcore hip hop,0dNxW60GRozRtXxLphm5JK,Hardcore Hip-Hop,user,The most agressive of Hardcore from the 90s and early 2000s,108
29lwy5bfF5u3PfaksEQIWD,hip hop,hardcore hip hop,29lwy5bfF5u3PfaksEQIWD,Hip Hop East Coast 1990s,user,"Hip hop from the East Coast during the 90s, with a focus on boom bap, jazz rap and hardcore hip hop.",213
37i9dQZF1EIfKRzN0c9Z4n,hip hop,hardcore hip hop,37i9dQZF1EIfKRzN0c9Z4n,Horrorcore Rap Mix,spotify,Horrorcore Rap music picked just for you,50
4bQYCesVjrmsCronCa1Hia,hip hop,hardcore hip hop,4bQYCesVjrmsCronCa1Hia,Hip Hop Hardcore,user,,694
2AVGveojYqGEtfWZHPC0gS,hip hop,hardcore hip hop,2AVGveojYqGEtfWZHPC0gS,Boom Bap Classics,user,A timeless selection of golden era rap classics and raw underground gems. Let&#x27;s celebrate 50 years of Hip Hop! More playlists in my profile.,410
7a0gYx1PBai9NIYxnbzLHt,hip hop,hardcore hip hop,7a0gYx1PBai9NIYxnbzLHt,90s-2000s East Coast Hip Hop / Midwest Hip Hop / Hardcore Hip Hop / Gangsta Rap / Horrorcore,user,"The Notorious B.I.G., Eminem, Puff Daddy (Diddy), DMX, Wu-Tang Clan, 50 Cent, Nas, Mase, Lil’ Kim, Foxy Brown, Eve, Missy Elliot, Mobb Deep, Method Man, Redman, Raekwon, Busta Rhymes, D12, GZA, Ghostface Killah, Ol’ Dirty Bastard, Big Pun, Gang Starr, Jadakiss, Junior M.A.F.I.A., Terror Squad, etc.",1383
3J2viT6GMFQtOvODTlOJhm,hip hop,hardcore hip hop,3J2viT6GMFQtOvODTlOJhm,Hardcore Hip-Hop Workout ⚔️,user,Shut up and train. ig: yannickweingartsberger 💪🏻,115
37i9dQZF1DX1TqbmB34Bbs,hip hop,hardcore hip hop,37i9dQZF1DX1TqbmB34Bbs,K`illin',spotify,"Illest hardcore K-hip hop tracks are here. (Cover: lobonabeat!, BILL STAX, oygli) (공격력 상승 국내 힙합을 즐겨보세요!)",200
4a6GRxxI0VQPsOoFi8fSjb,hip hop,hardcore hip hop,4a6GRxxI0VQPsOoFi8fSjb,Hardcore Hip-hop,user,,658
4gMJHBO1nj28P6fnpVklgs,hip hop,hardcore hip hop,4gMJHBO1nj28P6fnpVklgs,Old School Hip-Hop,user,"Mostly ‘90s&#x2F;Golden Age&#x2F;old school, East Coast, hardcore, underground, gritty&#x2F;grimy hip-hop, boom bap, gangsta&#x2F;mafioso rap, funk&#x2F;soul&#x2F;jazz rap, etc.",1929
4mO6eiKal7lrJmZQREG9MY,hip hop,hardcore hip hop,4mO6eiKal7lrJmZQREG9MY,HIP HOP HARDCORE,user,,375
7j8VJKvIGZPmqWg3khKfvM,hip hop,hardcore hip hop,7j8VJKvIGZPmqWg3khKfvM,Hardcore hip hop,user,,70
3jrEjliBxxbUwePLb0xnPq,hip hop,hardcore hip hop,3jrEjliBxxbUwePLb0xnPq,Rap Mexicano 2023🇲🇽🇲🇽🔥🔥🔥 Éxitos Rap en español Rap mexa Hip hop mexa Rap underground hardcore hits,user,,121
37i9dQZF1EIctWCEXcRQgh,hip hop,west coast hip hop,37i9dQZF1EIctWCEXcRQgh,West Coast Hip Hop Mix,spotify,West Coast Hip Hop music picked just for you,50
1s19H3wQGuDfXva2uVetcQ,hip hop,west coast hip hop,1s19H3wQGuDfXva2uVetcQ,Best of West Coast Hip Hop,user,,164
4ZUmiqG6RsOrFK0D21QV3i,hip hop,west coast hip hop,4ZUmiqG6RsOrFK0D21QV3i,West coast hip hop clean,user,,66
37i9dQZF1DWYuZvbpQVftE,hip hop,west coast hip hop,37i9dQZF1DWYuZvbpQVftE,West Coast Jazz,spotify,The cool sound of West coast Jazz. Cover: Gerry Mulligan,50
3G9LFojYOJtWsymY5mujDP,hip hop,west coast hip hop,3G9LFojYOJtWsymY5mujDP,G-Funk: 90s West Coast Hip-Hop,user,"Tupac Shakur, Nate Dogg, Eazy-E, Too $hort, Mack-10, Ice Cube, Kurupt, DJ Quik, Snoop Dogg, Dr. Dre &amp; many more; enjoy! - ralphgzamora@gmail.com",188
37i9dQZF1DWSvKsRPPnv5o,hip hop,west coast hip hop,37i9dQZF1DWSvKsRPPnv5o,Westside Story,spotify,Holdin' it down for the westside. Cover: Kamaiyah,75
1n7RAff5WDFzh40ZIPiWDc,hip hop,west coast hip hop,1n7RAff5WDFzh40ZIPiWDc,90s West Coast Hip Hop,user,,307
37i9dQZF1DWTJzNR1J5ygQ,hip hop,west coast hip hop,37i9dQZF1DWTJzNR1J5ygQ,I Love My Midwest Classics,spotify,It's a Midwest thing. Cover: Bone Thugs-N-Harmony,50
37i9dQZF1DX2XmsXL2WBQd,hip hop,west coast hip hop,37i9dQZF1DX2XmsXL2WBQd,I Love My '80s Hip-Hop,spotify,Anthems from the early days of recorded rap music.,70
37i9dQZF1EIeWtpGZY5zuH,hip hop,west coast hip hop,37i9dQZF1EIeWtpGZY5zuH,90s West Coast Rap Mix,spotify,90s West Coast Rap music picked just for you,50
43DPBFN5Mb8cpgtdXQDWPD,hip hop,west coast hip hop,43DPBFN5Mb8cpgtdXQDWPD,East vs West Coast Hip-Hop,user,Some of my favorite hip hop from east coast and west coast artits from the 80&#x27;s and 90&#x27;s,84
37i9dQZF1DWSRbZUjHUFIA,hip hop,west coast hip hop,37i9dQZF1DWSRbZUjHUFIA,Work It: Hip Hop,spotify,Keep your workout 100 with these Hip-Hop motivators.,60
04q3UftSDtmwcP7YtLNEPe,hip hop,west coast hip hop,04q3UftSDtmwcP7YtLNEPe,G-Funk Instrumentals | West Coast Hip Hop Beats,user,"danielkemble.com | Classic and new west coast, g-funk, smooth instrumentals and beats.",151
37i9dQZF1DX0dU0Z2LOkZN,hip hop,west coast hip hop,37i9dQZF1DX0dU0Z2LOkZN,Gold Instrumental Beats,spotify,Beats inspired by the golden era of hip hop.,217
5WXc1MUoVyWPtGWydvWCrE,hip hop,west coast hip hop,5WXc1MUoVyWPtGWydvWCrE,West Coast Bangers,user,,408
31CYDs7UfL3URP6gs82obO,hip hop,west coast hip hop,31CYDs7UfL3URP6gs82obO,OLD SCHOOL WEST COAST HIP HOP GANGSTA F,user,"A mix of bangin G Funk and Gangsta classics from the 90s and early 2000s. Make sure to check the other G Funk mixes on my channel, they&#x27;re all bangin&#x27; and STRICTLY West Coast G Funk&#x2F;Gangsta.",15
37i9dQZF1DZ06evO2T5F1T,hip hop,west coast hip hop,37i9dQZF1DZ06evO2T5F1T,This Is West Coast Baptist College,spotify,"This is West Coast Baptist College. The essential tracks, all in one playlist.",48
37i9dQZF1EIgYdxh4wMIPG,hip hop,west coast hip hop,37i9dQZF1EIgYdxh4wMIPG,West Coast Rap Mix,spotify,West Coast Rap music picked just for you,50
3lq6ltwR06Ymxe4yKypTnn,hip hop,west coast hip hop,3lq6ltwR06Ymxe4yKypTnn,Midnight Club LA - West Coast Hip Hop Radio,user,,13
37i9dQZF1DXaTwkarURqqL,hip hop,west coast hip hop,37i9dQZF1DXaTwkarURqqL,Best Rap Songs of 1999,spotify,Hip-Hop x 1999. Cover: Dr. Dre.,50
6lAOSVxxvGuEhPtZguaeav,hip hop,west coast hip hop,6lAOSVxxvGuEhPtZguaeav,West Coast Classics/Rap,user,"Snoop Dogg, 2Pac, N.W.A., Dr. Dre, Eminem, Eazy-E, Ice Cube, Luniz, Warren G, Nate Dogg, MC Eiht, The Notorious B.I.G., Mobb Deep, Geto Boyz, Wu-Tang Clan, Cypress Hill, D12, 50 Cent, DMX, Digital Underground, Xzibit, Nas, Ja Rule, Westside Connection, Too $hort, Compton&#x27;s Most Wanted",95
7AxXjttAkn1C2mSjg8lAqe,hip hop,west coast hip hop,7AxXjttAkn1C2mSjg8lAqe,NEW RAP 2023 • HIP HOP • URBAN • BARS • BANGERS • BOOMBAP • TRAP • TRILL • DRILL,user,NEW RAP TRAP HIP HOP TRILL CHILL GOLDEN ERA WAVY SLAPS CONSCIOUS TRUNK MUSIC WEST COAST EAST COAST LONDON,13
37i9dQZF1DX2QGqIfuB65s,hip hop,west coast hip hop,37i9dQZF1DX2QGqIfuB65s,The Crossover ,spotify,"Top tracks that celebrate the connection between Hip-Hop and sports.
",25
37i9dQZF1EIgbjUtLiWmHt,rap,rap,37i9dQZF1EIgbjUtLiWmHt,Rap Mix,spotify,Rap music picked just for you,50
0O9KAm0AwR8apEv6jNjyGc,rap,rap,0O9KAm0AwR8apEv6jNjyGc,RAP 🎶📀,user,,21
37i9dQZF1DX0XUsuxWHRQd,rap,rap,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,spotify,"Music Jack Harlow, Drake and Sexyy Red. ",50
4riovLwMCrY3q0Cd4e0Sqp,rap,rap,4riovLwMCrY3q0Cd4e0Sqp,Rap Hits (2010 - 2023),user,"The biggest rap hits of the last decade (2010-2022). Includes artists like: Chief Keef, Travis Scott, Bobby Shmurda or Migos. &#x2F;&#x2F;&#x2F; Hits Rap - Hip Hop Hits - Rap 2015 - Rap 2016 - Rap 2017 - Rap 2022 - Hip Hop Songs - Greatest Hip-Hop Songs - Trap Hits - Viral Hits",289
0DoorcbBIsa7J6NW9FlLio,rap,pop rap,0DoorcbBIsa7J6NW9FlLio,rap songs that hit harder than North Koreas nuke ,user,,365
37i9dQZF1DWZFV9Asvj1J9,rap,rap,37i9dQZF1DWZFV9Asvj1J9,RapCaviar Presents: Best Hip-Hop Songs of 2023,spotify,Our editorial picks for best hip-hop songs of the year!,50
37i9dQZF1DX76t638V6CA8,rap,rap,37i9dQZF1DX76t638V6CA8,Rap Workout,spotify,Big rap for big reps. You got this.,100
06cOlEWY6Dgw8cMj0VSOEI,rap,rap,06cOlEWY6Dgw8cMj0VSOEI,THE BEST RAP PLAYLIST,user,&quot;THE BIGGEST&quot;,1204
37i9dQZF1EIhpG2qPPV1Lr,rap,rap,37i9dQZF1EIhpG2qPPV1Lr,Hype Rap Mix,spotify,Hype Rap music picked just for you,50
0DyVdslhY2FTzupOetr77S,rap,rap,0DyVdslhY2FTzupOetr77S,Rap Mexicano 2023 🇲🇽🇲🇽 Rap en español 2023 Éxitos 🇲🇽 Hip Hop Mexicano 🇲🇽 Rap mexicano 2023 ,user,Rap Mexicano Septiembre 2023 🇲🇽 Hip Hop en español 🇲🇽 Rap Español hits 2023 🇲🇽 Rap Hits en español 🇲🇽 Rap Latino 2023 🇲🇽 Viva México Rap para fiesta🇲🇽 Santa Fe Klan 🇲🇽 gera mx 🇲🇽 Aleman Cartel de Santa 🇲🇽 Grandes Ligas 🇲🇽 Debo entender 🇲🇽 Santa fe Clan 🇲🇽 Latin Hip Hop 🇲🇽,62
0h9Gaqt2sNJ8M5aMV3h9BO,rap,rap,0h9Gaqt2sNJ8M5aMV3h9BO,Rap Classics 1990 - 2010,user,Best of rap classics and old school rap,91
37i9dQZF1EIdOak9w8MNlv,rap,rap,37i9dQZF1EIdOak9w8MNlv,Hype Workout Rap Mix,spotify,Hype Workout Rap music picked just for you,50
37i9dQZF1DX89XXHpIgTCJ,rap,rap,37i9dQZF1DX89XXHpIgTCJ,Rap 'n' Roll,spotify,"When Rock meets Rap: covers, collabs, mashups and everything that rhymes.",60
6Evb2FvsvxncumgZ9EABQT,rap,rap,6Evb2FvsvxncumgZ9EABQT,Rap 2023 🔥 New Rap Hits 🔥 New Hip Hop 2023 / New Rap 2023 / Hip Hop 2023 Hits ,user,HOTTEST HIP HOP BANGERS 🔥 BEST INDIE RAP - NEW RAP 2023 - NEW RAP SONGS 2023 - NEW RAP PLAYLIST 2023 - NEW RAP HITS 2023 - NEW RAP MUSIC 2023 - NEW RAP BANGERS 2023 - RAP 2023 RAP HITS 2023 - RAP MUSIC 2023 - RAP BANGERS 2023 - RAP SONGS 2023 - RAP BANGERS 2023 - RAP 2023 - RAP SONGS 2023 - RAP HITS,332
53YeTcxEbIYafS1NprUQdn,rap,rap,53YeTcxEbIYafS1NprUQdn,Rap songs everyone knows ,user,,452
553WIC0uFnNSJ7KN4wp73D,rap,rap,553WIC0uFnNSJ7KN4wp73D,Rap Christmas 2023,user,Xmas Rap,30
041EEjr8FMkWlzbuKnSXYD,rap,rap,041EEjr8FMkWlzbuKnSXYD,Rap Hits 2010-2023,user,"The biggest rap hits of the last decade (2010-2020). Includes artists like: Kendrick Lamar, Travis Scott or Migos. /// Hits Rap - Hip Hop Hits - Rap 2015 - Rap 2016 - Rap 2017 - Rap 2022 - Rap 2023 - Hip Hop Songs - Greatest Hip-Hop Songs - Trap Hits - Viral Hits",262
36jMjt77enSYMSr4uoYe9J,rap,rap,36jMjt77enSYMSr4uoYe9J,Rap Caviar but it's actually good,user,,88
3IaFTua21CpGouKBvbq4J1,rap,rap,3IaFTua21CpGouKBvbq4J1,RAP Chanced,user,,32
6UVgv2JGVGKWfGT0FDXa49,rap,rap,6UVgv2JGVGKWfGT0FDXa49,Rap Bangers 2023,user,Rap Bangers 2023,276
37i9dQZF1DX6PKX5dyBKeq,rap,rap,37i9dQZF1DX6PKX5dyBKeq,Rap UK,spotify,"The Best of Hip-Hop, Rap and Drill from the UK. Cover: Cristale",76
0ZK6tIB5iQFD8XzqDqpCMS,rap,rap,0ZK6tIB5iQFD8XzqDqpCMS,,user,,579
37i9dQZF1EIhshGKK0SEkb,rap,trap,37i9dQZF1EIhshGKK0SEkb,Trap Mix,spotify,Trap music picked just for you,50
4HuFvvMYQuuS6PtTfMt1jd,rap,trap,4HuFvvMYQuuS6PtTfMt1jd,| trap |,user,It&#x27;s all and anything trap | submit@cuteplaylists.com,50
4OYX2trVkSBIJf5idmRPLU,rap,trap,4OYX2trVkSBIJf5idmRPLU,TRAP RAP BANGERS,user,Inquiries&#x2F;Mixing @1tompmusic on IG,1978
29fP1mb4K7OWBvSBvU9sEd,rap,trap,29fP1mb4K7OWBvSBvU9sEd,trap,user,for inquiries pls email: hannah@craftplaylists.com &#x2F; trapping is the only way of life &#x2F; featuring Gunna,39
68PbMiU12ssvm5UAHsqqOi,rap,trap,68PbMiU12ssvm5UAHsqqOi,TrapMusic2023😈🔥💯,user,WELCOME TO THE BEST PLAYLIST IN THE UNIVERSE 🌏🪐🛰🚀  @polar_altercations for submissions &#x2F;deals$$,2081
4meuUQHWMbSLiuu6ZOAmlo,rap,trap,4meuUQHWMbSLiuu6ZOAmlo,TRAP,user,TRAP,77
3sb9xMhsdvAdLGrGX6lEMb,rap,trap,3sb9xMhsdvAdLGrGX6lEMb,TRAP 2016/2017/2018🔟😈,user,,234
4SNgICtoeMdqM3v68inbFi,rap,trap,4SNgICtoeMdqM3v68inbFi,🔫TRAP MUSIC🔫,user,,273
37i9dQZF1DXde9tuMHuIsj,rap,trap,37i9dQZF1DXde9tuMHuIsj,Trap Land,spotify,The best of Latin Trap. Cover: Blessd,100
